Timestamp,Clip Path,Average EAR,Consecutive Frames
2025-06-20 21:35:50,d:\Preethi\OneDrive\Desktop\GIT Files\Driver Drowsiness Detection\video_clippings\20250620_213550.avi,0.27587417078264637,48
